id,Precio_cat
4820,5
4821,3
4822,2
4823,1
4824,3
4825,1
4826,5
4827,5
4828,5
4829,1
4830,5
4831,4
4832,1
4833,1
4834,4
4835,5
4836,2
4837,5
4838,5
4839,3
4840,1
4841,1
4842,3
4843,1
4844,1
4845,5
4846,5
4847,3
4848,4
4849,1
4850,1
4851,3
4852,4
4853,5
4854,1
4855,3
4856,5
4857,1
4858,3
4859,1
4860,3
4861,1
4862,5
4863,5
4864,2
4865,1
4866,4
4867,5
4868,5
4869,5
4870,1
4871,3
4872,5
4873,1
4874,3
4875,1
4876,5
4877,1
4878,3
4879,1
4880,5
4881,3
4882,5
4883,1
4884,3
4885,1
4886,3
4887,2
4888,5
4889,5
4890,1
4891,5
4892,5
4893,3
4894,5
4895,5
4896,4
4897,4
4898,3
4899,5
4900,5
4901,3
4902,1
4903,3
4904,1
4905,2
4906,5
4907,1
4908,2
4909,5
4910,2
4911,5
4912,1
4913,1
4914,5
4915,3
4916,5
4917,5
4918,2
4919,1
4920,1
4921,1
4922,5
4923,5
4924,5
4925,5
4926,1
4927,5
4928,1
4929,3
4930,5
4931,3
4932,1
4933,3
4934,5
4935,5
4936,5
4937,3
4938,1
4939,1
4940,2
4941,3
4942,4
4943,5
4944,4
4945,1
4946,5
4947,3
4948,2
4949,5
4950,2
4951,1
4952,5
4953,5
4954,1
4955,5
4956,1
4957,1
4958,3
4959,5
4960,3
4961,1
4962,3
4963,5
4964,4
4965,1
4966,5
4967,3
4968,1
4969,1
4970,5
4971,5
4972,5
4973,1
4974,5
4975,4
4976,5
4977,5
4978,5
4979,4
4980,4
4981,1
4982,2
4983,5
4984,5
4985,4
4986,3
4987,2
4988,1
4989,1
4990,5
4991,1
4992,3
4993,5
4994,3
4995,1
4996,5
4997,5
4998,2
4999,2
5000,5
5001,5
5002,4
5003,5
5004,5
5005,5
5006,5
5007,1
5008,5
5009,5
5010,1
5011,5
5012,5
5013,2
5014,1
5015,5
5016,5
5017,3
5018,5
5019,5
5020,5
5021,1
5022,5
5023,1
5024,1
5025,1
5026,4
5027,1
5028,2
5029,1
5030,5
5031,5
5032,1
5033,5
5034,2
5035,1
5036,1
5037,5
5038,3
5039,5
5040,1
5041,5
5042,5
5043,1
5044,4
5045,5
5046,4
5047,5
5048,2
5049,1
5050,3
5051,4
5052,5
5053,3
5054,1
5055,2
5056,5
5057,4
5058,5
5059,5
5060,5
5061,1
5062,2
5063,1
5064,2
5065,3
5066,3
5067,5
5068,5
5069,3
5070,1
5071,3
5072,5
5073,3
5074,4
5075,4
5076,3
5077,1
5078,5
5079,3
5080,5
5081,5
5082,1
5083,5
5084,1
5085,2
5086,5
5087,5
5088,5
5089,5
5090,1
5091,1
5092,5
5093,2
5094,1
5095,5
5096,5
5097,3
5098,5
5099,2
5100,5
5101,4
5102,5
5103,5
5104,3
5105,3
5106,1
5107,3
5108,5
5109,1
5110,1
5111,3
5112,5
5113,3
5114,1
5115,4
5116,4
5117,2
5118,1
5119,1
5120,1
5121,5
5122,1
5123,3
5124,3
5125,5
5126,2
5127,1
5128,5
5129,4
5130,3
5131,5
5132,5
5133,4
5134,1
5135,3
5136,1
5137,3
5138,1
5139,1
5140,5
5141,4
5142,1
5143,5
5144,5
5145,1
5146,3
5147,3
5148,4
5149,5
5150,1
5151,5
5152,2
5153,5
5154,2
5155,1
5156,3
5157,5
5158,3
5159,3
5160,1
5161,4
5162,3
5163,3
5164,3
5165,2
5166,3
5167,1
5168,3
5169,4
5170,4
5171,5
5172,1
5173,5
5174,1
5175,5
5176,1
5177,3
5178,5
5179,5
5180,5
5181,5
5182,1
5183,1
5184,3
5185,5
5186,4
5187,1
5188,5
5189,5
5190,4
5191,2
5192,5
5193,1
5194,5
5195,1
5196,3
5197,1
5198,5
5199,3
5200,1
5201,1
5202,2
5203,5
5204,5
5205,5
5206,3
5207,5
5208,5
5209,1
5210,5
5211,3
5212,5
5213,1
5214,5
5215,5
5216,1
5217,1
5218,5
5219,1
5220,5
5221,5
5222,3
5223,2
5224,5
5225,1
5226,5
5227,1
5228,3
5229,5
5230,5
5231,5
5232,4
5233,2
5234,5
5235,3
5236,3
5237,2
5238,1
5239,1
5240,1
5241,5
5242,1
5243,5
5244,5
5245,5
5246,2
5247,5
5248,1
5249,3
5250,3
5251,1
5252,2
5253,1
5254,5
5255,5
5256,2
5257,4
5258,3
5259,3
5260,5
5261,4
5262,4
5263,2
5264,5
5265,2
5266,1
5267,1
5268,5
5269,3
5270,5
5271,5
5272,3
5273,4
5274,5
5275,1
5276,5
5277,5
5278,1
5279,4
5280,4
5281,4
5282,5
5283,5
5284,5
5285,5
5286,1
5287,1
5288,3
5289,5
5290,2
5291,5
5292,5
5293,1
5294,3
5295,5
5296,3
5297,1
5298,1
5299,3
5300,1
5301,4
5302,5
5303,4
5304,4
5305,1
5306,5
5307,1
5308,2
5309,4
5310,1
5311,4
5312,3
5313,1
5314,5
5315,4
5316,5
5317,5
5318,3
5319,2
5320,3
5321,3
5322,5
5323,1
5324,1
5325,5
5326,1
5327,1
5328,2
5329,3
5330,5
5331,3
5332,1
5333,2
5334,3
5335,5
5336,5
5337,3
5338,1
5339,2
5340,1
5341,5
5342,5
5343,5
5344,1
5345,1
5346,5
5347,5
5348,5
5349,5
5350,5
5351,2
5352,4
5353,5
5354,1
5355,5
5356,2
5357,5
5358,5
5359,5
5360,1
5361,5
5362,4
5363,4
5364,2
5365,5
5366,5
5367,3
5368,1
5369,1
5370,5
5371,3
5372,1
5373,3
5374,5
5375,5
5376,5
5377,5
5378,1
5379,2
5380,5
5381,5
5382,5
5383,1
5384,3
5385,5
5386,3
5387,1
5388,1
5389,2
5390,3
5391,3
5392,5
5393,5
5394,1
5395,3
5396,1
5397,5
5398,3
5399,5
5400,1
5401,2
5402,3
5403,1
5404,4
5405,5
5406,3
5407,5
5408,1
5409,5
5410,1
5411,3
5412,3
5413,3
5414,1
5415,1
5416,5
5417,3
5418,3
5419,2
5420,5
5421,5
5422,1
5423,4
5424,3
5425,1
5426,5
5427,2
5428,1
5429,1
5430,3
5431,3
5432,5
5433,5
5434,4
5435,3
5436,3
5437,3
5438,3
5439,5
5440,5
5441,1
5442,4
5443,1
5444,3
5445,4
5446,5
5447,2
5448,3
5449,1
5450,5
5451,5
5452,1
5453,5
5454,1
5455,5
5456,1
5457,5
5458,5
5459,5
5460,5
5461,5
5462,5
5463,4
5464,5
5465,5
5466,3
5467,5
5468,3
5469,4
5470,1
5471,1
5472,1
5473,1
5474,1
5475,5
5476,4
5477,1
5478,1
5479,5
5480,5
5481,1
5482,1
5483,5
5484,4
5485,5
5486,5
5487,3
5488,5
5489,5
5490,2
5491,5
5492,5
5493,1
5494,1
5495,5
5496,3
5497,5
5498,1
5499,5
5500,1
5501,1
5502,5
5503,5
5504,3
5505,2
5506,3
5507,5
5508,4
5509,1
5510,1
5511,5
5512,5
5513,3
5514,5
5515,1
5516,3
5517,5
5518,1
5519,4
5520,1
5521,5
5522,2
5523,3
5524,2
5525,1
5526,5
5527,5
5528,2
5529,1
5530,5
5531,5
5532,3
5533,5
5534,5
5535,5
5536,1
5537,4
5538,1
5539,2
5540,1
5541,2
5542,4
5543,1
5544,3
5545,1
5546,1
5547,3
5548,1
5549,1
5550,5
5551,5
5552,3
5553,1
5554,1
5555,1
5556,3
5557,5
5558,1
5559,1
5560,1
5561,5
5562,4
5563,5
5564,3
5565,1
5566,5
5567,5
5568,3
5569,4
5570,1
5571,3
5572,1
5573,5
5574,1
5575,2
5576,2
5577,3
5578,5
5579,1
5580,3
5581,5
5582,1
5583,5
5584,5
5585,5
5586,1
5587,5
5588,1
5589,5
5590,5
5591,3
5592,5
5593,4
5594,1
5595,2
5596,5
5597,2
5598,3
5599,5
5600,5
5601,5
5602,5
5603,1
5604,1
5605,5
5606,1
5607,5
5608,4
5609,1
5610,1
5611,1
5612,1
5613,1
5614,3
5615,5
5616,3
5617,1
5618,1
5619,1
5620,3
5621,3
5622,1
5623,3
5624,1
5625,5
5626,5
5627,1
5628,1
5629,5
5630,4
5631,3
5632,5
5633,4
5634,1
5635,5
5636,3
5637,4
5638,2
5639,2
5640,3
5641,5
5642,3
5643,1
5644,1
5645,2
5646,5
5647,1
5648,3
5649,1
5650,3
5651,4
5652,5
5653,2
5654,3
5655,1
5656,1
5657,1
5658,1
5659,3
5660,5
5661,5
5662,1
5663,5
5664,5
5665,5
5666,1
5667,5
5668,3
5669,5
5670,4
5671,3
5672,5
5673,1
5674,1
5675,1
5676,2
5677,3
5678,5
5679,2
5680,5
5681,3
5682,4
5683,4
5684,4
5685,1
5686,1
5687,5
5688,1
5689,4
5690,1
5691,5
5692,4
5693,3
5694,1
5695,1
5696,1
5697,5
5698,1
5699,1
5700,4
5701,5
5702,1
5703,5
5704,2
5705,5
5706,5
5707,2
5708,1
5709,5
5710,5
5711,2
5712,1
5713,5
5714,3
5715,1
5716,4
5717,5
5718,5
5719,3
5720,1
5721,5
5722,5
5723,3
5724,1
5725,2
5726,5
5727,3
5728,3
5729,3
5730,3
5731,5
5732,1
5733,5
5734,3
5735,1
5736,1
5737,2
5738,1
5739,5
5740,2
5741,5
5742,3
5743,1
5744,3
5745,4
5746,1
5747,5
5748,5
5749,2
5750,5
5751,3
5752,4
5753,1
5754,5
5755,4
5756,5
5757,3
5758,1
5759,5
5760,1
5761,4
5762,5
5763,5
5764,5
5765,1
5766,5
5767,3
5768,4
5769,5
5770,4
5771,5
5772,1
5773,5
5774,5
5775,5
5776,3
5777,5
5778,1
5779,5
5780,3
5781,5
5782,2
5783,5
5784,4
5785,5
5786,3
5787,4
5788,1
5789,1
5790,5
5791,5
5792,5
5793,5
5794,4
5795,1
5796,3
5797,3
5798,5
5799,5
5800,5
5801,3
5802,5
5803,3
5804,3
5805,5
5806,5
5807,1
5808,2
5809,5
5810,1
5811,5
5812,2
5813,5
5814,5
5815,3
5816,3
5817,1
5818,5
5819,1
5820,1
5821,1
5822,1
5823,2
5824,1
5825,2
5826,3
5827,3
5828,1
5829,5
5830,3
5831,1
5832,1
5833,4
5834,3
5835,3
5836,5
5837,3
5838,3
5839,5
5840,5
5841,5
5842,1
5843,5
5844,3
5845,5
5846,3
5847,1
5848,1
5849,5
5850,1
5851,1
5852,5
5853,3
5854,3
5855,2
5856,1
5857,4
5858,5
5859,2
5860,1
5861,1
5862,4
5863,2
5864,5
5865,4
5866,4
5867,4
5868,1
5869,5
5870,5
5871,5
5872,2
5873,1
5874,1
5875,3
5876,1
5877,5
5878,5
5879,3
5880,1
5881,5
5882,1
5883,4
5884,3
5885,5
5886,4
5887,5
5888,1
5889,1
5890,5
5891,1
5892,2
5893,5
5894,5
5895,1
5896,4
5897,5
5898,3
5899,1
5900,4
5901,5
5902,1
5903,4
5904,5
5905,5
5906,5
5907,3
5908,1
5909,3
5910,1
5911,1
5912,3
5913,1
5914,3
5915,5
5916,5
5917,3
5918,1
5919,2
5920,5
5921,4
5922,3
5923,1
5924,1
5925,5
5926,1
5927,5
5928,5
5929,3
5930,5
5931,5
5932,4
5933,1
5934,4
5935,5
5936,3
5937,1
5938,5
5939,3
5940,5
5941,5
5942,1
5943,1
5944,5
5945,1
5946,4
5947,1
5948,1
5949,1
5950,3
5951,5
5952,5
5953,3
5954,5
5955,1
5956,5
5957,5
5958,3
5959,5
5960,1
5961,1
5962,1
5963,5
5964,5
5965,1
5966,5
5967,3
5968,1
5969,2
5970,1
5971,4
5972,2
5973,3
5974,5
5975,3
5976,5
5977,5
5978,5
