id,Precio_cat
4820,5
4821,3
4822,2
4823,3
4824,2
4825,3
4826,4
4827,5
4828,3
4829,3
4830,4
4831,4
4832,1
4833,3
4834,4
4835,3
4836,1
4837,5
4838,4
4839,1
4840,1
4841,1
4842,1
4843,4
4844,3
4845,3
4846,5
4847,4
4848,3
4849,3
4850,4
4851,4
4852,3
4853,5
4854,3
4855,3
4856,4
4857,1
4858,3
4859,1
4860,3
4861,4
4862,3
4863,2
4864,3
4865,3
4866,3
4867,4
4868,4
4869,4
4870,2
4871,3
4872,4
4873,3
4874,3
4875,1
4876,4
4877,1
4878,2
4879,3
4880,4
4881,3
4882,4
4883,3
4884,2
4885,3
4886,4
4887,4
4888,5
4889,5
4890,3
4891,4
4892,3
4893,3
4894,4
4895,4
4896,2
4897,4
4898,3
4899,3
4900,2
4901,4
4902,2
4903,3
4904,3
4905,1
4906,4
4907,3
4908,4
4909,3
4910,3
4911,4
4912,3
4913,1
4914,3
4915,1
4916,5
4917,5
4918,3
4919,1
4920,4
4921,4
4922,4
4923,4
4924,3
4925,5
4926,1
4927,4
4928,3
4929,1
4930,5
4931,1
4932,1
4933,1
4934,4
4935,4
4936,5
4937,3
4938,1
4939,4
4940,3
4941,3
4942,4
4943,4
4944,4
4945,4
4946,2
4947,1
4948,1
4949,3
4950,3
4951,3
4952,4
4953,5
4954,3
4955,3
4956,1
4957,1
4958,3
4959,2
4960,3
4961,2
4962,2
4963,5
4964,3
4965,1
4966,5
4967,3
4968,3
4969,3
4970,4
4971,5
4972,3
4973,3
4974,5
4975,4
4976,5
4977,4
4978,5
4979,1
4980,1
4981,3
4982,1
4983,5
4984,4
4985,4
4986,4
4987,3
4988,3
4989,1
4990,5
4991,1
4992,1
4993,4
4994,3
4995,3
4996,5
4997,5
4998,1
4999,3
5000,5
5001,4
5002,4
5003,5
5004,4
5005,3
5006,4
5007,3
5008,5
5009,5
5010,4
5011,5
5012,4
5013,4
5014,3
5015,5
5016,3
5017,3
5018,5
5019,4
5020,4
5021,1
5022,4
5023,4
5024,1
5025,4
5026,4
5027,1
5028,1
5029,1
5030,3
5031,5
5032,1
5033,5
5034,4
5035,4
5036,3
5037,5
5038,3
5039,5
5040,3
5041,5
5042,4
5043,2
5044,2
5045,2
5046,3
5047,3
5048,3
5049,3
5050,1
5051,4
5052,5
5053,4
5054,4
5055,1
5056,4
5057,4
5058,5
5059,5
5060,3
5061,4
5062,1
5063,3
5064,2
5065,3
5066,3
5067,3
5068,4
5069,3
5070,3
5071,1
5072,5
5073,3
5074,5
5075,4
5076,3
5077,3
5078,4
5079,3
5080,2
5081,4
5082,3
5083,3
5084,2
5085,1
5086,5
5087,4
5088,4
5089,3
5090,1
5091,1
5092,3
5093,1
5094,3
5095,2
5096,3
5097,3
5098,5
5099,1
5100,5
5101,4
5102,3
5103,4
5104,3
5105,3
5106,3
5107,1
5108,5
5109,3
5110,1
5111,2
5112,4
5113,4
5114,2
5115,3
5116,4
5117,4
5118,3
5119,3
5120,1
5121,3
5122,3
5123,3
5124,3
5125,3
5126,3
5127,3
5128,3
5129,4
5130,3
5131,5
5132,5
5133,3
5134,3
5135,3
5136,2
5137,3
5138,1
5139,3
5140,3
5141,4
5142,2
5143,3
5144,4
5145,3
5146,3
5147,1
5148,4
5149,5
5150,4
5151,5
5152,3
5153,4
5154,4
5155,1
5156,2
5157,4
5158,3
5159,2
5160,3
5161,5
5162,3
5163,1
5164,3
5165,1
5166,1
5167,4
5168,3
5169,2
5170,4
5171,5
5172,3
5173,4
5174,3
5175,5
5176,4
5177,3
5178,3
5179,5
5180,5
5181,3
5182,1
5183,1
5184,3
5185,3
5186,4
5187,4
5188,3
5189,3
5190,4
5191,3
5192,3
5193,3
5194,4
5195,3
5196,1
5197,3
5198,3
5199,3
5200,3
5201,1
5202,3
5203,5
5204,5
5205,4
5206,1
5207,4
5208,3
5209,1
5210,5
5211,2
5212,5
5213,2
5214,5
5215,4
5216,3
5217,3
5218,3
5219,3
5220,5
5221,5
5222,3
5223,3
5224,3
5225,3
5226,4
5227,1
5228,3
5229,5
5230,5
5231,5
5232,3
5233,3
5234,3
5235,1
5236,1
5237,1
5238,1
5239,3
5240,1
5241,3
5242,1
5243,5
5244,5
5245,2
5246,1
5247,5
5248,4
5249,3
5250,3
5251,3
5252,1
5253,3
5254,5
5255,4
5256,3
5257,3
5258,3
5259,4
5260,5
5261,4
5262,3
5263,1
5264,4
5265,1
5266,3
5267,3
5268,4
5269,3
5270,3
5271,3
5272,3
5273,1
5274,5
5275,4
5276,4
5277,5
5278,1
5279,3
5280,3
5281,4
5282,4
5283,3
5284,5
5285,5
5286,1
5287,3
5288,3
5289,5
5290,1
5291,5
5292,3
5293,3
5294,3
5295,4
5296,2
5297,2
5298,3
5299,2
5300,2
5301,4
5302,3
5303,3
5304,4
5305,4
5306,5
5307,3
5308,2
5309,4
5310,3
5311,4
5312,3
5313,1
5314,5
5315,4
5316,4
5317,4
5318,4
5319,1
5320,3
5321,1
5322,5
5323,1
5324,2
5325,4
5326,4
5327,4
5328,1
5329,2
5330,1
5331,4
5332,1
5333,3
5334,3
5335,2
5336,3
5337,3
5338,4
5339,4
5340,4
5341,5
5342,4
5343,5
5344,1
5345,1
5346,4
5347,5
5348,4
5349,5
5350,4
5351,2
5352,4
5353,3
5354,1
5355,4
5356,1
5357,5
5358,5
5359,4
5360,3
5361,4
5362,5
5363,4
5364,1
5365,4
5366,5
5367,3
5368,3
5369,4
5370,3
5371,3
5372,2
5373,1
5374,5
5375,3
5376,5
5377,5
5378,2
5379,3
5380,4
5381,4
5382,2
5383,3
5384,4
5385,4
5386,3
5387,3
5388,3
5389,1
5390,3
5391,4
5392,5
5393,5
5394,4
5395,3
5396,4
5397,3
5398,3
5399,5
5400,2
5401,1
5402,3
5403,4
5404,3
5405,5
5406,1
5407,3
5408,3
5409,3
5410,4
5411,3
5412,3
5413,1
5414,3
5415,1
5416,4
5417,3
5418,1
5419,4
5420,4
5421,5
5422,3
5423,4
5424,3
5425,1
5426,4
5427,2
5428,3
5429,1
5430,2
5431,4
5432,5
5433,3
5434,4
5435,3
5436,3
5437,1
5438,3
5439,4
5440,5
5441,3
5442,3
5443,3
5444,4
5445,1
5446,4
5447,1
5448,3
5449,2
5450,5
5451,3
5452,1
5453,5
5454,1
5455,4
5456,2
5457,5
5458,5
5459,4
5460,5
5461,4
5462,3
5463,1
5464,4
5465,3
5466,2
5467,5
5468,3
5469,1
5470,3
5471,3
5472,2
5473,2
5474,2
5475,4
5476,3
5477,3
5478,4
5479,4
5480,5
5481,3
5482,1
5483,3
5484,4
5485,3
5486,5
5487,1
5488,5
5489,3
5490,2
5491,3
5492,4
5493,1
5494,4
5495,5
5496,3
5497,5
5498,3
5499,4
5500,2
5501,3
5502,5
5503,5
5504,3
5505,3
5506,3
5507,3
5508,4
5509,1
5510,3
5511,5
5512,3
5513,1
5514,4
5515,3
5516,1
5517,4
5518,2
5519,4
5520,3
5521,4
5522,3
5523,4
5524,1
5525,4
5526,5
5527,3
5528,3
5529,2
5530,5
5531,4
5532,2
5533,5
5534,4
5535,2
5536,4
5537,4
5538,4
5539,1
5540,3
5541,3
5542,3
5543,3
5544,3
5545,3
5546,1
5547,1
5548,1
5549,1
5550,4
5551,5
5552,3
5553,2
5554,1
5555,3
5556,2
5557,4
5558,4
5559,4
5560,1
5561,3
5562,4
5563,4
5564,3
5565,3
5566,4
5567,3
5568,3
5569,4
5570,5
5571,3
5572,3
5573,4
5574,3
5575,1
5576,1
5577,1
5578,3
5579,1
5580,3
5581,3
5582,2
5583,5
5584,4
5585,5
5586,2
5587,3
5588,3
5589,4
5590,4
5591,4
5592,5
5593,1
5594,1
5595,1
5596,5
5597,3
5598,3
5599,4
5600,3
5601,5
5602,4
5603,3
5604,3
5605,3
5606,2
5607,4
5608,1
5609,3
5610,3
5611,3
5612,3
5613,4
5614,3
5615,3
5616,1
5617,3
5618,3
5619,2
5620,3
5621,1
5622,1
5623,3
5624,3
5625,3
5626,4
5627,1
5628,1
5629,5
5630,2
5631,3
5632,3
5633,4
5634,4
5635,4
5636,3
5637,4
5638,4
5639,3
5640,1
5641,3
5642,1
5643,1
5644,3
5645,4
5646,4
5647,1
5648,3
5649,1
5650,4
5651,3
5652,4
5653,4
5654,3
5655,1
5656,3
5657,2
5658,3
5659,1
5660,3
5661,1
5662,2
5663,5
5664,5
5665,4
5666,1
5667,4
5668,1
5669,4
5670,4
5671,3
5672,5
5673,3
5674,3
5675,3
5676,1
5677,3
5678,3
5679,1
5680,3
5681,1
5682,1
5683,4
5684,4
5685,4
5686,1
5687,5
5688,3
5689,2
5690,1
5691,3
5692,4
5693,5
5694,4
5695,3
5696,1
5697,5
5698,3
5699,3
5700,4
5701,4
5702,1
5703,4
5704,2
5705,5
5706,5
5707,1
5708,3
5709,5
5710,3
5711,2
5712,3
5713,4
5714,2
5715,2
5716,3
5717,4
5718,3
5719,1
5720,1
5721,4
5722,5
5723,1
5724,1
5725,4
5726,4
5727,1
5728,3
5729,2
5730,3
5731,3
5732,3
5733,5
5734,3
5735,2
5736,2
5737,1
5738,3
5739,4
5740,3
5741,4
5742,3
5743,5
5744,3
5745,4
5746,1
5747,5
5748,4
5749,3
5750,1
5751,3
5752,3
5753,1
5754,5
5755,3
5756,5
5757,1
5758,2
5759,4
5760,3
5761,4
5762,5
5763,3
5764,3
5765,3
5766,4
5767,3
5768,3
5769,5
5770,3
5771,4
5772,3
5773,3
5774,3
5775,4
5776,2
5777,5
5778,3
5779,4
5780,1
5781,5
5782,3
5783,4
5784,4
5785,4
5786,1
5787,4
5788,3
5789,3
5790,2
5791,4
5792,4
5793,5
5794,4
5795,2
5796,1
5797,4
5798,4
5799,4
5800,5
5801,3
5802,3
5803,3
5804,3
5805,4
5806,4
5807,3
5808,1
5809,5
5810,3
5811,5
5812,2
5813,3
5814,5
5815,1
5816,2
5817,3
5818,5
5819,1
5820,4
5821,1
5822,3
5823,3
5824,3
5825,1
5826,3
5827,2
5828,1
5829,5
5830,3
5831,3
5832,3
5833,3
5834,3
5835,2
5836,5
5837,3
5838,3
5839,5
5840,3
5841,3
5842,4
5843,4
5844,3
5845,4
5846,3
5847,3
5848,1
5849,4
5850,3
5851,3
5852,2
5853,3
5854,2
5855,1
5856,2
5857,4
5858,5
5859,2
5860,1
5861,1
5862,3
5863,3
5864,4
5865,5
5866,3
5867,3
5868,4
5869,3
5870,4
5871,4
5872,3
5873,3
5874,1
5875,2
5876,3
5877,5
5878,5
5879,3
5880,3
5881,4
5882,1
5883,4
5884,3
5885,5
5886,1
5887,5
5888,1
5889,2
5890,5
5891,1
5892,1
5893,5
5894,5
5895,4
5896,4
5897,5
5898,2
5899,3
5900,3
5901,4
5902,1
5903,5
5904,4
5905,4
5906,3
5907,2
5908,2
5909,4
5910,2
5911,3
5912,1
5913,1
5914,3
5915,4
5916,5
5917,3
5918,3
5919,3
5920,4
5921,4
5922,3
5923,2
5924,2
5925,4
5926,3
5927,3
5928,4
5929,3
5930,5
5931,5
5932,4
5933,3
5934,4
5935,5
5936,4
5937,1
5938,5
5939,2
5940,3
5941,5
5942,1
5943,1
5944,4
5945,4
5946,3
5947,1
5948,1
5949,3
5950,3
5951,5
5952,5
5953,3
5954,5
5955,3
5956,4
5957,3
5958,3
5959,4
5960,1
5961,2
5962,2
5963,5
5964,4
5965,3
5966,2
5967,2
5968,3
5969,1
5970,4
5971,4
5972,1
5973,3
5974,2
5975,1
5976,4
5977,5
5978,5
