id,Precio_cat
4820,5
4821,2
4822,2
4823,1
4824,2
4825,2
4826,5
4827,1
4828,1
4829,1
4830,1
4831,4
4832,2
4833,1
4834,4
4835,4
4836,2
4837,5
4838,1
4839,2
4840,2
4841,1
4842,2
4843,1
4844,1
4845,1
4846,5
4847,3
4848,4
4849,1
4850,1
4851,2
4852,4
4853,1
4854,2
4855,2
4856,5
4857,1
4858,3
4859,2
4860,3
4861,1
4862,5
4863,1
4864,2
4865,1
4866,4
4867,1
4868,1
4869,5
4870,1
4871,3
4872,2
4873,2
4874,2
4875,2
4876,5
4877,2
4878,1
4879,2
4880,5
4881,2
4882,1
4883,1
4884,2
4885,3
4886,5
4887,3
4888,5
4889,1
4890,1
4891,2
4892,5
4893,3
4894,2
4895,5
4896,1
4897,4
4898,3
4899,1
4900,1
4901,3
4902,1
4903,3
4904,1
4905,2
4906,5
4907,2
4908,2
4909,1
4910,3
4911,5
4912,1
4913,2
4914,4
4915,3
4916,1
4917,1
4918,1
4919,2
4920,2
4921,1
4922,5
4923,5
4924,1
4925,5
4926,1
4927,1
4928,1
4929,2
4930,5
4931,3
4932,2
4933,2
4934,5
4935,4
4936,5
4937,2
4938,2
4939,1
4940,3
4941,3
4942,4
4943,5
4944,4
4945,1
4946,2
4947,2
4948,2
4949,1
4950,2
4951,1
4952,1
4953,5
4954,1
4955,1
4956,1
4957,2
4958,3
4959,1
4960,3
4961,2
4962,3
4963,5
4964,5
4965,2
4966,5
4967,2
4968,1
4969,1
4970,5
4971,5
4972,1
4973,2
4974,4
4975,4
4976,1
4977,2
4978,1
4979,1
4980,4
4981,1
4982,2
4983,2
4984,2
4985,4
4986,2
4987,2
4988,2
4989,1
4990,4
4991,1
4992,2
4993,1
4994,3
4995,2
4996,5
4997,5
4998,3
4999,2
5000,1
5001,5
5002,4
5003,5
5004,1
5005,5
5006,5
5007,1
5008,5
5009,5
5010,1
5011,1
5012,5
5013,2
5014,1
5015,1
5016,1
5017,2
5018,2
5019,1
5020,5
5021,1
5022,5
5023,2
5024,1
5025,1
5026,4
5027,1
5028,2
5029,1
5030,1
5031,5
5032,2
5033,5
5034,2
5035,1
5036,1
5037,1
5038,2
5039,1
5040,1
5041,1
5042,5
5043,2
5044,1
5045,1
5046,4
5047,5
5048,2
5049,1
5050,3
5051,4
5052,5
5053,4
5054,2
5055,2
5056,1
5057,3
5058,1
5059,5
5060,5
5061,1
5062,2
5063,1
5064,2
5065,3
5066,3
5067,1
5068,4
5069,3
5070,1
5071,3
5072,4
5073,3
5074,4
5075,4
5076,1
5077,1
5078,1
5079,3
5080,1
5081,5
5082,1
5083,1
5084,2
5085,2
5086,1
5087,1
5088,1
5089,1
5090,2
5091,1
5092,1
5093,2
5094,1
5095,1
5096,1
5097,2
5098,5
5099,2
5100,5
5101,4
5102,1
5103,1
5104,3
5105,3
5106,1
5107,2
5108,5
5109,1
5110,2
5111,2
5112,1
5113,2
5114,1
5115,4
5116,4
5117,2
5118,1
5119,1
5120,1
5121,1
5122,1
5123,2
5124,3
5125,1
5126,2
5127,1
5128,1
5129,4
5130,3
5131,1
5132,1
5133,5
5134,1
5135,3
5136,1
5137,4
5138,1
5139,1
5140,5
5141,4
5142,1
5143,1
5144,5
5145,1
5146,3
5147,3
5148,4
5149,5
5150,1
5151,5
5152,3
5153,5
5154,2
5155,2
5156,1
5157,1
5158,3
5159,1
5160,1
5161,5
5162,3
5163,2
5164,2
5165,2
5166,1
5167,2
5168,3
5169,4
5170,4
5171,1
5172,1
5173,4
5174,2
5175,5
5176,2
5177,3
5178,1
5179,1
5180,5
5181,1
5182,1
5183,1
5184,3
5185,5
5186,4
5187,1
5188,5
5189,2
5190,4
5191,2
5192,1
5193,1
5194,5
5195,2
5196,2
5197,1
5198,2
5199,3
5200,1
5201,1
5202,3
5203,5
5204,5
5205,1
5206,2
5207,1
5208,1
5209,1
5210,5
5211,2
5212,1
5213,1
5214,5
5215,5
5216,2
5217,2
5218,1
5219,1
5220,5
5221,1
5222,3
5223,3
5224,1
5225,2
5226,5
5227,2
5228,3
5229,5
5230,5
5231,4
5232,4
5233,3
5234,1
5235,2
5236,2
5237,2
5238,2
5239,1
5240,2
5241,2
5242,2
5243,1
5244,1
5245,1
5246,2
5247,5
5248,1
5249,3
5250,3
5251,1
5252,2
5253,1
5254,5
5255,5
5256,2
5257,4
5258,3
5259,3
5260,1
5261,5
5262,4
5263,4
5264,1
5265,2
5266,1
5267,1
5268,1
5269,3
5270,5
5271,1
5272,2
5273,2
5274,1
5275,5
5276,1
5277,5
5278,2
5279,4
5280,4
5281,4
5282,5
5283,1
5284,5
5285,5
5286,2
5287,1
5288,3
5289,5
5290,2
5291,5
5292,1
5293,1
5294,3
5295,1
5296,1
5297,1
5298,1
5299,1
5300,1
5301,4
5302,1
5303,4
5304,4
5305,1
5306,1
5307,1
5308,2
5309,4
5310,1
5311,4
5312,2
5313,2
5314,5
5315,5
5316,5
5317,5
5318,3
5319,2
5320,3
5321,3
5322,1
5323,2
5324,1
5325,2
5326,2
5327,1
5328,2
5329,2
5330,2
5331,2
5332,1
5333,2
5334,2
5335,2
5336,1
5337,2
5338,1
5339,2
5340,1
5341,5
5342,1
5343,1
5344,3
5345,1
5346,1
5347,5
5348,1
5349,5
5350,5
5351,3
5352,4
5353,1
5354,1
5355,1
5356,2
5357,5
5358,2
5359,5
5360,1
5361,5
5362,4
5363,4
5364,2
5365,5
5366,5
5367,3
5368,1
5369,1
5370,5
5371,3
5372,2
5373,1
5374,5
5375,1
5376,1
5377,5
5378,1
5379,1
5380,2
5381,2
5382,2
5383,2
5384,3
5385,1
5386,3
5387,2
5388,1
5389,2
5390,2
5391,2
5392,5
5393,1
5394,1
5395,3
5396,1
5397,5
5398,3
5399,5
5400,1
5401,2
5402,3
5403,1
5404,4
5405,1
5406,1
5407,1
5408,1
5409,1
5410,1
5411,3
5412,2
5413,2
5414,2
5415,1
5416,2
5417,2
5418,2
5419,2
5420,1
5421,1
5422,1
5423,4
5424,2
5425,2
5426,1
5427,1
5428,1
5429,1
5430,2
5431,3
5432,5
5433,1
5434,4
5435,2
5436,3
5437,2
5438,3
5439,1
5440,1
5441,1
5442,4
5443,1
5444,2
5445,2
5446,5
5447,2
5448,3
5449,1
5450,1
5451,1
5452,1
5453,5
5454,2
5455,1
5456,2
5457,5
5458,4
5459,4
5460,1
5461,5
5462,5
5463,4
5464,1
5465,1
5466,3
5467,5
5468,3
5469,2
5470,1
5471,2
5472,1
5473,2
5474,2
5475,1
5476,1
5477,1
5478,1
5479,1
5480,5
5481,1
5482,1
5483,1
5484,4
5485,1
5486,1
5487,2
5488,1
5489,1
5490,2
5491,2
5492,1
5493,2
5494,2
5495,1
5496,2
5497,5
5498,1
5499,1
5500,1
5501,2
5502,5
5503,1
5504,3
5505,2
5506,3
5507,1
5508,4
5509,2
5510,2
5511,5
5512,1
5513,3
5514,1
5515,1
5516,3
5517,1
5518,1
5519,4
5520,2
5521,1
5522,2
5523,3
5524,2
5525,1
5526,5
5527,5
5528,2
5529,2
5530,5
5531,5
5532,1
5533,5
5534,1
5535,2
5536,1
5537,4
5538,2
5539,2
5540,1
5541,3
5542,4
5543,2
5544,3
5545,1
5546,1
5547,2
5548,2
5549,1
5550,1
5551,1
5552,2
5553,2
5554,2
5555,1
5556,2
5557,1
5558,1
5559,2
5560,2
5561,1
5562,4
5563,5
5564,3
5565,1
5566,1
5567,1
5568,2
5569,4
5570,1
5571,3
5572,1
5573,1
5574,1
5575,2
5576,2
5577,4
5578,1
5579,2
5580,3
5581,1
5582,1
5583,4
5584,5
5585,5
5586,2
5587,1
5588,1
5589,5
5590,4
5591,2
5592,4
5593,4
5594,4
5595,1
5596,1
5597,2
5598,3
5599,5
5600,5
5601,5
5602,5
5603,1
5604,2
5605,5
5606,2
5607,1
5608,4
5609,2
5610,2
5611,1
5612,2
5613,2
5614,2
5615,1
5616,2
5617,2
5618,1
5619,3
5620,3
5621,2
5622,1
5623,1
5624,1
5625,1
5626,1
5627,1
5628,1
5629,5
5630,4
5631,3
5632,5
5633,4
5634,2
5635,1
5636,3
5637,4
5638,2
5639,2
5640,3
5641,5
5642,2
5643,1
5644,1
5645,2
5646,1
5647,1
5648,3
5649,2
5650,2
5651,4
5652,5
5653,2
5654,3
5655,2
5656,2
5657,1
5658,1
5659,2
5660,1
5661,2
5662,1
5663,4
5664,1
5665,2
5666,1
5667,2
5668,2
5669,5
5670,5
5671,3
5672,5
5673,1
5674,1
5675,2
5676,2
5677,3
5678,1
5679,2
5680,1
5681,4
5682,1
5683,4
5684,4
5685,1
5686,2
5687,1
5688,1
5689,1
5690,2
5691,1
5692,4
5693,3
5694,1
5695,1
5696,2
5697,5
5698,1
5699,1
5700,4
5701,4
5702,2
5703,1
5704,2
5705,5
5706,1
5707,2
5708,1
5709,5
5710,1
5711,2
5712,1
5713,1
5714,2
5715,2
5716,4
5717,5
5718,1
5719,3
5720,2
5721,1
5722,5
5723,2
5724,2
5725,2
5726,1
5727,4
5728,3
5729,2
5730,3
5731,1
5732,1
5733,5
5734,1
5735,2
5736,2
5737,2
5738,2
5739,5
5740,2
5741,1
5742,3
5743,2
5744,3
5745,4
5746,1
5747,5
5748,1
5749,3
5750,4
5751,2
5752,4
5753,2
5754,5
5755,4
5756,5
5757,2
5758,1
5759,1
5760,1
5761,4
5762,5
5763,1
5764,1
5765,1
5766,1
5767,3
5768,4
5769,5
5770,3
5771,5
5772,1
5773,1
5774,1
5775,5
5776,2
5777,5
5778,2
5779,1
5780,2
5781,4
5782,3
5783,5
5784,4
5785,1
5786,2
5787,4
5788,1
5789,2
5790,2
5791,4
5792,4
5793,5
5794,4
5795,2
5796,1
5797,3
5798,4
5799,1
5800,5
5801,2
5802,1
5803,3
5804,4
5805,5
5806,1
5807,5
5808,2
5809,5
5810,1
5811,5
5812,2
5813,1
5814,5
5815,2
5816,1
5817,1
5818,5
5819,2
5820,1
5821,2
5822,1
5823,2
5824,1
5825,2
5826,3
5827,2
5828,2
5829,5
5830,2
5831,2
5832,1
5833,4
5834,3
5835,2
5836,5
5837,3
5838,2
5839,5
5840,1
5841,4
5842,1
5843,1
5844,2
5845,1
5846,1
5847,1
5848,1
5849,2
5850,2
5851,1
5852,1
5853,1
5854,2
5855,1
5856,2
5857,4
5858,5
5859,2
5860,2
5861,2
5862,3
5863,2
5864,5
5865,4
5866,3
5867,4
5868,1
5869,1
5870,5
5871,5
5872,2
5873,2
5874,1
5875,2
5876,1
5877,5
5878,5
5879,3
5880,1
5881,1
5882,1
5883,4
5884,2
5885,1
5886,1
5887,5
5888,4
5889,1
5890,5
5891,1
5892,2
5893,1
5894,5
5895,1
5896,4
5897,1
5898,2
5899,2
5900,4
5901,5
5902,4
5903,1
5904,1
5905,4
5906,1
5907,2
5908,1
5909,2
5910,2
5911,1
5912,2
5913,2
5914,3
5915,5
5916,1
5917,3
5918,1
5919,2
5920,5
5921,3
5922,2
5923,4
5924,2
5925,1
5926,2
5927,2
5928,1
5929,2
5930,5
5931,5
5932,4
5933,1
5934,4
5935,5
5936,2
5937,2
5938,1
5939,2
5940,1
5941,5
5942,2
5943,2
5944,5
5945,1
5946,4
5947,2
5948,2
5949,1
5950,3
5951,1
5952,5
5953,2
5954,5
5955,2
5956,2
5957,1
5958,3
5959,5
5960,2
5961,2
5962,2
5963,1
5964,1
5965,2
5966,1
5967,2
5968,2
5969,2
5970,2
5971,4
5972,1
5973,3
5974,1
5975,2
5976,1
5977,5
5978,5
